session_id,customer_id,pages_viewed,time_on_site,device_type,traffic_source,session_date,converted
34,9136,7,235.75124895060353,desktop,email,2023-08-27,1
35,1842,7,205.52438939480436,mobile,email,2019-10-29,1
36,6837,8,345.9974642443548,tablet,social,2023-09-12,1
37,4103,7,277.17722419208025,tablet,email,2023-06-25,0
38,5045,4,414.44535064914874,mobile,organic,2020-12-24,0
39,1489,5,63.52766151844301,desktop,email,2021-05-31,0
40,1014,4,340.51876056623144,desktop,paid,2024-11-28,0
41,7019,2,201.72017118317763,desktop,paid,2022-12-11,0
42,8201,5,410.8004330042983,mobile,paid,2020-07-06,0
43,3984,4,254.40405643866853,mobile,organic,2020-12-26,0
44,6068,2,256.6417581251524,mobile,paid,2022-04-24,0
45,8470,4,239.1643255565137,tablet,social,2019-08-09,0
46,9490,4,232.09668949827676,desktop,organic,2023-04-10,0
47,331,5,283.07467563280363,,social,2024-02-14,0
48,5888,6,209.97309768912206,tablet,organic,2023-09-05,0
49,688,3,221.72574533752984,mobile,organic,2023-12-14,1
50,1618,5,227.71066535608873,mobile,social,2023-11-21,0
51,2341,1,356.5195670186515,desktop,direct,2023-07-14,0
52,1250,3,250.8370479926591,mobile,organic,2024-01-19,0
53,8306,8,318.1568003669716,mobile,direct,2022-07-30,0
54,4131,5,429.6823144869609,desktop,social,2022-08-17,0
55,9918,3,431.0176240385347,desktop,direct,2020-05-28,1
56,790,2,571.9473943703662,desktop,social,2019-01-07,0
57,3447,2,350.7912717726871,desktop,direct,2022-12-09,0
58,2420,4,145.7853669162418,mobile,email,2022-09-17,0
59,2386,9,239.31421661280308,mobile,email,2019-10-19,1
60,3975,6,363.14940530875185,tablet,social,2023-05-01,1
61,3430,4,236.07868777182242,desktop,paid,2021-07-03,0
62,1341,6,361.7083706484399,desktop,paid,2024-07-19,0
63,6334,2,112.31037733060187,mobile,organic,2019-12-10,0
64,7998,6,299.6349015080631,desktop,email,2020-07-03,0
65,2186,5,200.89649465990007,mobile,paid,2022-04-08,0
66,5093,8,100.70312744586721,tablet,social,2021-11-13,0
67,662,5,329.97140144998366,tablet,direct,2024-06-15,0
68,6684,3,446.3196973671588,mobile,paid,2024-04-10,0
69,3885,3,378.7914936717923,mobile,direct,2021-12-04,0
70,7463,8,259.75307363811726,mobile,organic,2021-01-12,0
71,6659,1,354.5402882946978,mobile,paid,2024-11-19,0
72,1631,5,308.43867134781993,desktop,paid,2020-10-25,0
73,8413,3,36.505587707047894,mobile,paid,2023-07-11,0
74,216,7,327.44551115821355,desktop,organic,2019-01-01,0
75,4947,5,316.80333866710646,mobile,organic,2020-09-03,0
76,8925,4,363.25435098694254,tablet,paid,2022-02-27,1
77,4059,8,39.32505977400665,desktop,social,2020-08-16,0
78,9650,6,417.9541322074598,desktop,paid,2021-06-23,1
79,3421,7,326.963740165174,tablet,email,2021-01-19,0
80,4540,3,194.47366283666975,mobile,social,2023-11-09,0
81,721,6,221.30088663086684,mobile,paid,2023-09-04,0
82,8587,10,349.65980861806986,tablet,organic,2021-04-30,1
83,1379,2,252.60084557006405,tablet,direct,2022-11-09,0
84,6421,5,226.09461107617764,mobile,email,2019-05-31,0
85,2875,4,393.6070111531646,mobile,social,2022-07-17,0
86,2935,6,57.85891916768424,mobile,social,2023-02-10,0
87,1606,2,231.11731872604003,tablet,direct,2022-02-24,0
88,419,4,409.777264361964,mobile,organic,2021-03-27,0
89,2227,3,467.9125650279965,desktop,paid,2022-05-01,0
90,1616,9,407.8232391697774,mobile,email,2022-06-29,0
91,581,6,384.6418894327345,desktop,social,2024-11-01,0
92,6493,8,346.80073128162707,mobile,email,2024-12-20,0
93,928,4,423.98012864095136,desktop,direct,2023-01-29,0
94,5702,3,406.94029597950845,tablet,paid,2023-02-09,0
95,7071,5,363.97931088593265,desktop,organic,2023-02-25,0
96,3136,3,310.3434333295798,desktop,paid,2022-07-07,1
97,7588,2,137.63328827412624,desktop,email,2020-11-30,0
98,365,4,146.59348345596464,mobile,organic,2019-08-30,0
99,5530,5,330.84911946233575,desktop,email,2021-03-12,0
100,4160,7,504.1009270724377,tablet,direct,2019-02-08,1
101,8533,4,58.8820673467861,mobile,social,2024-04-27,0
102,8186,7,465.033041030635,tablet,social,2021-04-05,0
103,4378,11,188.95971943643093,tablet,organic,2022-09-14,1
104,8925,4,594.4676514270385,tablet,direct,2022-08-06,0
105,884,11,273.92349030998344,mobile,email,2021-06-30,0
106,7555,6,284.4051784245723,desktop,paid,2020-04-23,1
107,9356,6,99.50246862896769,mobile,direct,2019-07-09,0
108,277,8,515.166322225993,desktop,social,2022-12-25,0
109,5073,4,380.9476773599752,desktop,organic,2022-08-25,0
110,2999,6,451.14344411203194,mobile,direct,2023-02-27,0
111,8090,4,209.30084543514013,tablet,paid,2019-07-12,0
112,1799,7,380.73348016636544,tablet,organic,2019-01-30,0
113,6838,1,206.11166890849913,tablet,email,2021-10-31,0
114,8892,5,411.35376301574604,desktop,social,2024-07-21,0
115,6360,2,371.1033301062984,desktop,paid,2024-06-23,0
116,3988,3,182.45534720358037,mobile,organic,2024-07-11,0
117,2734,1,246.75881825676112,mobile,organic,2023-01-03,0
118,7304,2,420.3131481525066,tablet,social,2024-09-27,0
119,893,5,265.0781335391371,mobile,email,2024-04-04,0
120,9786,3,309.4709521359747,tablet,direct,2023-08-26,1
121,5290,7,300.0705584757111,desktop,direct,2022-12-18,0
122,8956,4,399.82156242995273,desktop,paid,2020-09-11,0
123,6074,5,351.69290114371154,tablet,direct,2024-05-21,0
124,3705,5,204.20443099858693,desktop,email,2020-11-27,0
125,9182,7,348.4452688145389,tablet,email,2020-07-26,0
126,3103,11,179.70879821148367,tablet,email,2023-08-20,0
127,2730,6,317.7065031925952,tablet,social,2019-09-07,0
128,6760,5,306.48560931476004,mobile,social,2021-11-02,0
129,6622,4,448.72902867423056,desktop,email,2024-09-19,0
130,3367,4,132.21941984977465,mobile,social,2023-07-01,0
131,5975,4,234.03103546097802,desktop,social,2023-10-21,0
132,1786,3,315.94978990697774,desktop,direct,2019-01-07,0
133,7436,7,172.16861948870536,mobile,paid,2021-09-09,0
134,5389,7,184.21112935087123,mobile,social,2022-12-25,1
135,1595,3,107.90045844322941,mobile,email,2021-05-02,0
136,9253,8,355.6952496082108,mobile,direct,2022-01-01,0
137,4723,2,319.2650388390341,mobile,email,2023-05-31,0
138,6309,4,220.50396318877418,desktop,email,2020-04-08,0
139,7776,9,317.51280835593866,mobile,direct,2024-08-06,0
140,291,8,180.72817383728054,tablet,paid,2022-03-14,0
141,3693,2,111.84937738624367,mobile,direct,2020-06-06,0
142,4349,4,340.7444497454723,tablet,email,2022-07-17,0
143,351,6,252.24923870310914,tablet,email,2019-05-18,0
144,4122,5,273.98546185255685,mobile,paid,2023-09-14,0
145,7335,6,445.60549591189306,desktop,email,2021-10-28,0
146,7572,4,453.9256749804263,tablet,social,2022-06-25,0
147,7776,3,241.01422695057286,desktop,email,2023-11-08,0
148,9219,9,123.65457780972682,mobile,social,2019-02-15,1
149,2706,9,289.50363923663446,tablet,organic,2022-12-03,0
150,9533,9,131.70762907209294,mobile,social,2020-06-21,0
151,2752,5,147.12356389774237,desktop,direct,2019-05-14,0
152,504,7,173.6656702428721,desktop,social,2019-09-17,0
153,6503,1,119.12544680418863,mobile,email,2021-06-04,0
154,1564,2,423.8752272890337,mobile,direct,2022-02-17,0
155,520,5,228.0892613305025,desktop,organic,2022-08-20,0
156,667,5,115.87444521200347,desktop,social,2023-03-27,0
157,4575,2,142.16176756255197,mobile,direct,2020-05-02,0
158,6880,3,209.8099103322492,desktop,email,2022-08-05,0
159,5117,8,419.7529845971505,desktop,direct,2021-05-12,0
160,5516,4,143.50098802036607,desktop,email,2021-07-13,0
161,6534,2,273.0711436366612,desktop,social,2020-08-09,0
162,7205,8,295.8748478984461,desktop,direct,2021-10-06,0
163,5267,6,233.1684863524105,tablet,paid,2024-03-18,0
164,9296,8,320.4492348406187,tablet,direct,2024-02-11,0
165,5502,4,233.5469294268691,tablet,email,2019-07-07,0
166,6157,8,307.58289918660086,mobile,social,2021-06-29,0
167,1741,1,325.36972980961053,mobile,organic,2021-03-20,0
168,9077,7,191.25947629611986,desktop,social,2019-01-13,0
169,603,5,435.53122567338164,tablet,social,2023-07-04,0
170,2477,3,290.945241664872,desktop,email,2020-10-01,0
171,4074,9,308.2145451153892,tablet,organic,2022-08-03,1
172,8893,6,377.5416202930182,mobile,organic,2022-09-09,0
173,4159,7,210.39113023086296,desktop,social,2020-04-17,0
174,3037,2,343.40994130884746,mobile,organic,2019-06-22,0
175,3668,4,277.11642546781314,desktop,paid,2020-09-25,0
176,7425,6,172.6271734209928,desktop,social,2020-04-17,0
177,4591,5,284.284562045193,mobile,social,2024-03-16,1
178,3786,4,186.6397192061088,desktop,paid,2024-06-15,0
179,7001,4,349.94535497307487,mobile,direct,2024-06-20,0
180,1900,3,253.3512726794305,tablet,direct,2024-06-09,0
181,41,4,277.8213311562443,mobile,paid,2021-03-17,0
182,7938,7,415.978063654285,mobile,direct,2023-09-13,1
183,2180,3,223.00069729696145,tablet,direct,2019-04-15,0
184,9589,8,346.09818373548325,tablet,email,2023-03-19,0
185,4646,4,288.73709516232435,tablet,paid,2021-11-29,0
186,6814,3,238.62886305985103,mobile,social,2023-09-11,0
187,1955,2,470.2565100807494,tablet,direct,2023-06-07,0
188,5827,2,417.71669597734154,desktop,paid,2021-01-01,0
189,9512,4,418.30218557495914,desktop,social,2022-01-13,0
190,1832,8,227.90203923243755,tablet,direct,2024-10-30,1
191,2823,2,421.79334172407835,desktop,paid,2019-07-07,0
192,492,8,367.74697186520086,tablet,organic,2022-02-19,0
193,4705,2,322.6015301754758,desktop,email,2021-11-26,0
194,5430,5,242.98570523918877,desktop,social,2023-03-18,0
195,5495,1,428.0238705169907,desktop,email,2021-12-26,0
196,518,3,282.8540432654434,desktop,social,2021-12-10,0
197,6609,6,150.88879746128546,tablet,paid,2021-08-13,0
198,2324,7,348.1092848891392,mobile,paid,2020-05-23,0
199,6439,3,197.72020662790175,mobile,email,2020-05-14,0
200,1307,5,329.81439155433173,tablet,email,2023-04-02,0
201,5209,5,342.77516221570477,desktop,direct,2023-08-19,0
202,5443,5,299.4795056187196,desktop,social,2024-06-07,0
203,243,4,298.5590116035792,desktop,direct,2020-05-20,0
204,4017,5,334.7823845852206,mobile,organic,2022-04-05,0
205,133,7,285.1596514100755,tablet,paid,2020-12-12,0
206,804,4,373.9266814357411,desktop,email,2022-11-03,0
207,2265,4,363.5623868898445,mobile,paid,2020-10-03,0
208,9209,3,429.6407769544616,desktop,organic,2023-06-25,0
209,532,5,317.60477515309486,tablet,organic,2021-04-16,0
210,5850,3,334.61428770810943,tablet,email,2020-05-13,0
211,472,5,441.57160581582804,desktop,organic,2024-11-06,0
212,5420,1,212.2699074590961,desktop,direct,2023-03-27,0
213,5582,4,259.05683853686594,tablet,social,2024-05-19,0
214,4721,6,348.3278696323818,desktop,email,2019-10-05,0
215,4659,11,326.37314640922403,tablet,organic,2020-11-21,0
216,1721,6,393.57489823000674,tablet,email,2020-10-10,1
217,3994,10,321.1434599026077,tablet,direct,2024-08-17,0
218,9131,4,143.37886732080725,tablet,email,2019-04-12,0
219,3618,3,261.49254781112336,mobile,email,2022-06-25,0
220,8980,4,151.33063650953343,tablet,social,2019-09-06,0
221,8208,6,271.78390852851646,desktop,paid,2019-07-26,0
222,8224,2,212.34299866673283,mobile,email,2020-11-12,0
223,8108,1,228.9262684710904,tablet,social,2020-10-07,0
224,880,5,279.59391434683175,desktop,email,2019-09-29,0
225,734,4,300.3080953889074,mobile,email,2023-03-18,0
226,6784,2,496.1830281084996,desktop,email,2024-04-20,0
227,7582,5,237.3420165463935,desktop,social,2023-07-30,0
228,8652,3,431.2673517144706,desktop,direct,2023-05-25,0
229,1759,3,246.8071792169324,mobile,organic,2023-06-01,0
230,99,6,270.13280164137245,mobile,email,2020-12-07,0
231,5667,3,472.4503013325896,mobile,email,2022-09-07,1
232,9401,3,419.3257719264698,tablet,direct,2023-09-10,0
233,4327,5,568.0240950520275,mobile,organic,2019-01-26,0
234,3499,6,443.73721633569755,desktop,paid,2021-08-14,0
235,6943,8,395.33610009459943,desktop,paid,2022-12-07,0
236,5106,9,436.5712340824882,mobile,email,2019-10-02,0
237,9757,5,295.831262820943,desktop,social,2020-12-25,0
238,7670,4,316.37473494646963,mobile,email,2024-01-19,0
239,2328,3,287.1170639118066,tablet,social,2024-06-16,1
240,8147,6,392.47153804592705,tablet,paid,2020-06-03,0
241,2953,4,321.04344698038113,mobile,email,2024-08-22,1
242,5899,8,277.7845490248069,desktop,social,2023-01-11,0
243,273,2,84.82700081706773,tablet,paid,2019-09-30,0
244,4867,5,278.15065009828845,desktop,organic,2022-06-13,0
245,4863,2,520.0902475672091,tablet,direct,2023-12-31,0
246,4571,5,213.67107707134642,tablet,paid,2023-05-20,0
247,329,3,311.40069191258925,mobile,social,2022-11-22,0
248,4145,2,216.92248596339002,mobile,social,2021-09-05,0
249,8788,3,450.9378156076966,tablet,email,2021-07-11,0
250,6776,2,298.9133987619046,mobile,email,2022-10-19,0
251,6395,10,420.1532912751462,desktop,direct,2024-09-17,0
252,9724,4,486.78694062859404,mobile,direct,2024-10-23,1
253,6263,8,177.6728017291667,mobile,paid,2024-07-23,0
254,652,2,478.3260966995207,mobile,direct,2020-05-07,0
255,1178,7,338.2165177978096,tablet,direct,2023-08-05,0
256,9796,4,272.78137996669096,mobile,paid,2022-08-16,0
257,5636,5,363.281960336088,tablet,organic,2020-04-19,0
258,9616,4,64.4494639014091,mobile,social,2019-10-25,0
259,5458,5,514.6771173754563,mobile,organic,2022-05-28,0
260,1495,5,338.04997626818096,mobile,paid,2023-03-27,1
261,1397,7,273.28908191952735,mobile,direct,2020-12-15,0
262,7521,8,354.23459454263383,mobile,direct,2021-09-21,0
263,1178,11,310.5046451952005,desktop,organic,2019-12-26,0
264,1566,5,516.1281556332005,desktop,email,2024-03-01,0
265,4291,6,165.2222531841396,tablet,social,2023-03-21,1
266,1754,7,155.2439156217825,tablet,email,2023-05-05,0
267,2067,3,5.245381651291812,desktop,direct,2022-08-23,0
268,6821,8,312.66483211176916,desktop,social,2020-04-19,1
269,7697,6,62.778531552877716,tablet,paid,2020-04-23,1
270,9849,6,231.84829379863933,tablet,paid,2023-10-13,0
271,6590,2,152.74044015563425,desktop,social,2023-08-31,1
272,2376,3,337.9325992427254,desktop,paid,2021-10-05,0
273,4036,2,327.1444610394386,tablet,email,2022-09-11,0
274,1842,4,97.1581291481996,tablet,direct,2021-06-04,0
275,7729,3,337.122140335122,tablet,organic,2019-10-20,0
276,2685,5,347.45085151191654,tablet,social,2019-12-31,0
277,1841,5,445.92843447147277,mobile,organic,2022-07-01,0
278,9687,6,519.0891023887939,tablet,email,2024-06-12,1
279,9402,4,525.9845241997082,mobile,organic,2019-11-30,0
280,7829,5,217.9598155267898,tablet,social,2024-10-10,0
281,4131,8,84.77891203728538,tablet,direct,2020-10-16,0
282,928,5,335.76195367006943,desktop,paid,2019-02-06,1
283,8714,5,307.1975112487284,desktop,direct,2019-12-19,0
284,7922,10,175.27176050537437,tablet,direct,2024-08-22,0
285,6370,1,353.30408950702343,tablet,paid,2020-10-02,0
286,1459,9,276.22446956553125,mobile,paid,2020-07-06,0
287,7503,6,226.16072337023354,mobile,paid,2023-05-27,0
288,7462,6,652.9257697398542,tablet,email,2021-07-28,0
289,2853,4,289.9122447276843,desktop,social,2021-08-22,0
290,9424,5,119.68656430504647,,email,2023-06-03,0
291,4479,3,381.385198026454,tablet,social,2022-11-28,0
292,5168,10,329.18450559106566,tablet,direct,2020-03-07,1
293,6782,3,405.6731756706454,tablet,direct,2024-02-06,0
294,9002,6,196.76604448726272,tablet,paid,2024-12-02,0
295,9629,7,280.0732658620052,tablet,direct,2019-09-09,0
296,4781,7,442.78250445937226,tablet,email,2023-01-30,0
297,203,4,114.40266231520755,tablet,organic,2022-02-19,0
298,731,3,163.45809567312452,tablet,organic,2020-10-07,1
299,2576,3,76.45061808644047,desktop,direct,2020-04-10,0
300,5401,4,165.9250716905456,mobile,organic,2022-11-23,0
301,1241,6,301.2266267622509,tablet,direct,2020-06-18,0
302,1020,3,256.44521044053914,tablet,email,2022-02-22,0
303,6358,4,289.0261754604115,tablet,paid,2020-08-07,0
304,2454,8,288.05155481348305,mobile,email,2020-05-12,0
305,5934,5,431.43367749543535,mobile,direct,2024-11-24,0
306,6095,3,117.2973181256429,mobile,organic,2019-08-27,0
307,9409,10,231.21303721131602,mobile,direct,2020-03-09,1
308,4134,3,279.03042921910446,mobile,email,2020-09-14,0
309,6350,4,190.6779612014881,mobile,organic,2022-03-28,0
310,8184,6,386.38567003884015,tablet,email,2022-11-29,0
311,1089,6,220.63487514001997,desktop,paid,2024-11-25,0
312,5956,6,358.80348180202037,desktop,paid,2023-10-25,0
313,4358,2,300.5387557480112,tablet,social,2019-04-07,0
314,42,3,457.1422687760685,tablet,email,2022-03-14,0
315,3335,3,473.8161021599723,tablet,social,2020-11-30,0
316,285,1,107.41970115625054,desktop,paid,2024-11-06,0
317,8407,3,480.634044571012,mobile,email,2021-03-27,0
318,3505,8,267.35153090235843,desktop,paid,2022-08-20,0
319,5243,2,155.61066327526197,tablet,direct,2021-07-28,0
320,377,5,206.41653529806518,desktop,email,2023-04-30,0
321,1767,1,285.955393263103,mobile,paid,2021-07-29,0
322,6048,7,65.46677386144857,tablet,direct,2022-10-30,0
323,7355,5,472.3983571273616,mobile,paid,2024-10-19,0
324,4643,4,192.52962171147934,desktop,direct,2020-03-04,0
325,5440,5,315.5682889236976,tablet,organic,2019-01-30,0
326,8519,6,314.84117309764974,desktop,direct,2021-12-18,0
327,1033,6,343.98141963845023,mobile,paid,2024-08-13,0
328,7262,5,340.41932487262955,tablet,organic,2023-06-10,1
329,4458,5,194.87720346517608,tablet,email,2023-05-30,0
330,5828,3,256.88415305771633,desktop,email,2021-12-28,0
331,2441,1,292.63990123914715,tablet,paid,2019-12-02,0
332,4648,4,275.5054098223671,mobile,organic,2023-12-07,0
333,8630,2,92.13766102359355,tablet,social,2024-06-25,0
334,6957,11,237.28213342319896,tablet,direct,2020-04-06,0
335,8135,4,231.25313729456218,mobile,social,2021-09-23,0
336,8186,2,257.2706384807148,desktop,email,2024-06-06,0
337,7536,2,292.68943002099826,desktop,organic,2022-02-01,0
338,8246,3,350.40026991854216,mobile,direct,2021-09-28,0
339,1718,6,343.5331006468986,desktop,organic,2019-05-14,0
340,1210,5,461.802054651029,desktop,paid,2024-10-25,1
341,3553,3,199.81492724059166,desktop,social,2024-04-19,0
342,100,2,606.1793057613943,tablet,paid,2019-04-27,0
343,1435,11,312.6517347538825,mobile,paid,2023-02-08,0
344,5187,6,395.7024133832052,mobile,direct,2023-03-22,0
345,9993,1,251.15567436447577,tablet,social,2023-10-03,0
346,6948,2,395.3822202585945,tablet,email,2023-10-16,0
347,9893,3,251.52218124036932,tablet,paid,2022-08-16,0
348,2791,5,84.81137130194067,mobile,organic,2023-04-17,1
349,2487,8,382.30502792497543,tablet,organic,2021-07-03,0
350,5262,4,299.17953626822583,desktop,organic,2024-04-23,1
351,1078,11,268.66461897438666,tablet,social,2023-07-25,0
352,4010,3,400.6323590752464,mobile,paid,2022-03-04,0
353,8889,6,345.97593713673024,mobile,email,2019-07-12,0
354,4339,6,434.67890198399476,desktop,email,2024-11-21,0
355,672,3,97.42251640628344,mobile,organic,2021-01-03,0
356,94,5,331.982538087455,tablet,social,2023-12-22,0
357,4300,3,276.34780593749457,mobile,paid,2024-08-30,0
358,6408,4,67.75437506637792,tablet,direct,2021-03-19,0
359,8540,8,247.76175581212354,tablet,social,2021-10-05,0
360,3621,6,356.4142419347482,mobile,email,2023-08-25,0
361,3208,4,84.40147310456226,mobile,direct,2024-05-31,1
362,5140,5,449.12092565603365,mobile,organic,2021-03-26,1
363,5338,3,205.47389921487402,tablet,paid,2023-08-17,0
364,960,7,245.59466065573312,desktop,organic,2021-02-25,0
365,5740,6,299.65756806512485,mobile,paid,2022-10-17,0
366,301,5,253.75035763100746,mobile,organic,2020-09-24,0
367,7010,2,33.59261983383288,desktop,social,2021-08-17,0
368,8382,5,244.22821021876288,mobile,organic,2023-07-21,0
369,2623,8,186.41601704157196,desktop,social,2024-07-24,1
370,8181,7,330.3669626439462,mobile,organic,2024-01-24,1
371,9402,6,360.34248902254535,tablet,direct,2024-12-24,0
372,8749,9,476.48018034056156,tablet,direct,2020-12-31,0
373,9945,6,76.42505908361777,tablet,social,2023-07-21,0
374,3571,5,238.70335894642722,mobile,paid,2023-09-12,0
375,1723,10,350.17860761420945,desktop,direct,2022-03-16,0
376,7365,4,408.4938403342728,tablet,organic,2020-03-15,0
377,9486,5,240.12396926448238,tablet,email,2019-03-11,0
378,4878,9,414.35326821152285,mobile,paid,2021-05-24,0
379,5018,4,461.19737010493265,desktop,paid,2021-12-30,0
380,1170,4,521.6795855783171,mobile,paid,2020-08-04,1
381,6044,2,425.35253519393154,mobile,organic,2021-10-30,0
382,6171,2,390.00016755258355,tablet,direct,2020-09-06,0
383,1262,4,242.43335105712555,mobile,email,2021-09-15,0
384,1588,3,195.55704208661334,tablet,social,2019-11-26,0
385,2451,5,185.7461230597248,tablet,email,2020-04-05,1
386,8017,5,264.9424724470077,desktop,paid,2022-09-20,0
387,942,5,345.0702898748845,desktop,paid,2019-12-24,0
388,7912,7,399.6251265647667,tablet,email,2023-03-15,1
389,8616,4,433.24453664754657,mobile,paid,2019-03-29,0
390,9542,5,395.39173742768725,mobile,email,2021-07-29,0
391,4266,4,188.79394050358994,mobile,organic,2023-03-31,0
392,6919,2,319.5207685872475,mobile,social,2021-07-16,0
393,1185,4,426.1493041846076,mobile,paid,2019-03-01,0
394,7765,2,153.3839414586772,tablet,social,2023-10-15,0
395,6752,7,269.3321627555074,mobile,email,2020-07-23,0
396,6312,5,156.76473442709653,desktop,email,2024-07-06,0
397,1456,8,183.9808050774875,tablet,organic,2022-09-03,0
398,3458,5,268.9844354055274,mobile,social,2024-10-14,1
399,9688,3,470.9774623639528,desktop,direct,2021-12-29,0
400,8332,4,12.901820215065811,mobile,organic,2020-10-02,0
401,4964,5,351.50166149203875,tablet,social,2024-06-07,0
402,2065,6,164.6698346994742,desktop,email,2024-10-15,0
403,68,5,85.24602620673537,tablet,social,2023-01-27,0
404,2596,5,329.5796129417737,desktop,social,2021-07-03,0
405,282,6,382.30804297011537,desktop,email,2022-04-12,0
406,6140,4,166.1875857375902,mobile,direct,2023-11-18,0
407,6120,4,360.698367514619,mobile,organic,2019-09-18,0
408,7875,5,296.4142433438213,mobile,organic,2019-11-20,0
409,9996,5,293.06970032984066,desktop,paid,2024-04-30,1
410,2819,3,151.0292606990748,desktop,social,2022-08-28,0
411,6337,5,183.50429756734584,mobile,social,2024-05-15,1
412,9769,4,224.84273036776028,tablet,direct,2024-02-16,1
413,8228,4,109.62035363128236,mobile,organic,2021-04-19,0
414,3986,2,252.33509431827466,desktop,paid,2021-03-16,0
415,5129,8,291.192000138999,desktop,paid,2021-09-12,1
416,7553,5,352.2421834489864,mobile,direct,2024-01-19,0
417,7560,7,582.6754762906168,desktop,organic,2020-05-03,1
418,4036,5,294.8951653889062,mobile,social,2020-05-09,0
419,4051,3,271.4746811613349,desktop,social,2022-06-13,0
420,4069,4,129.74194238905687,desktop,email,2023-04-01,0
421,590,6,402.7133958911888,mobile,paid,2022-03-30,1
422,5164,8,376.05162627877456,mobile,organic,2021-12-31,0
423,581,2,332.574335313193,mobile,email,2019-09-16,0
424,1883,2,226.30488381281057,desktop,social,2019-01-23,0
425,9287,4,361.82301312241043,mobile,email,2020-02-25,0
426,1403,1,317.8954896433656,tablet,social,2022-12-07,1
427,6031,2,213.1932957210645,desktop,email,2024-05-23,0
428,7527,4,399.57916389949145,desktop,direct,2021-03-22,0
429,975,9,419.0935980034749,desktop,direct,2019-01-19,0
430,6048,3,281.2617124768015,tablet,direct,2020-04-25,0
431,9325,8,42.68105533560625,mobile,organic,2024-10-06,0
432,7157,5,281.79709745667975,tablet,organic,2023-04-26,0
433,4769,3,444.0940213160417,desktop,direct,2024-02-19,0
434,7288,5,243.63185190767868,tablet,social,2024-07-19,0
435,5823,6,605.4459346098221,tablet,email,2019-11-14,0
436,3089,4,304.77690037774613,desktop,paid,2024-12-03,0
437,201,6,119.28792059918584,tablet,paid,2019-10-19,0
438,2554,5,394.9689968982075,mobile,social,2022-04-06,0
439,2755,9,111.11604443774542,desktop,email,2022-03-06,0
440,3755,7,431.9500134252658,desktop,organic,2020-07-09,1
441,9981,5,354.58678120437247,tablet,organic,2024-09-26,0
442,4855,5,177.15902574918712,tablet,organic,2019-12-01,0
443,4753,4,288.4817884823743,desktop,email,2019-01-22,0
444,2238,1,376.3443191283339,tablet,organic,2020-04-13,0
445,3976,2,198.00480912314387,desktop,email,2022-02-17,0
446,2231,8,389.5749146162529,mobile,organic,2019-09-13,0
447,945,3,186.78717928272118,desktop,organic,2021-12-20,0
448,1193,4,607.4453458598845,tablet,organic,2022-11-21,0
449,112,1,373.6415403384533,desktop,direct,2024-04-02,0
450,9398,8,313.29211547135964,tablet,organic,2022-06-29,0
451,3520,5,426.02917797101946,desktop,email,2024-04-04,0
452,5219,2,203.62619935080164,tablet,email,2019-05-08,0
453,1280,8,155.24189510504675,desktop,paid,2019-01-16,0
454,7580,5,287.4026729123802,mobile,organic,2024-07-26,1
455,9443,5,112.3950562920584,mobile,organic,2024-07-04,0
456,784,6,320.565593606825,tablet,organic,2022-12-14,0
457,8983,3,78.45073772526392,desktop,paid,2020-03-08,0
